,Rating,Title,Review
1740,5.0,Fabulous!,Good looking super 😍READ MORE
1741,5.0,Worth every penny,same as iphone 13READ MORE
1742,5.0,Simply awesome,Awesome experienceREAD MORE
1743,5.0,Best in the market!,Worth for money..Really good for the priceREAD MORE
1744,5.0,Terrific purchase,Good working Awesome mobileREAD MORE
1745,5.0,Just wow!,Very nice phoneREAD MORE
1746,5.0,Mind-blowing purchase,FabulousREAD MORE
1747,5.0,Wonderful,Ok good phoneREAD MORE
1748,5.0,Simply awesome,Owsm ....READ MORE
1749,5.0,Must buy!,SuperREAD MORE
1750,3.0,Just okay,"Light in weight than iphone 13 , you need to order this phone before 15 days as delivery is too late and nobody response to your mail or phone callREAD MORE"
1751,5.0,Fabulous!,🔥🔥🔥🔥Very good perchesingREAD MORE
1752,5.0,Terrific purchase,SuperREAD MORE
1753,4.0,Wonderful,Good performanceREAD MORE
1754,5.0,Great product,Nice 🙂READ MORE
1755,5.0,Super!,SatisfiedREAD MORE
1756,5.0,Awesome,BESTREAD MORE
1757,4.0,Very Good,Nice..READ MORE
1758,5.0,Fabulous!,Nice productREAD MORE
1759,5.0,Worth every penny,Fantastic finally my dream phone in my handREAD MORE
1760,5.0,Fabulous!,Wow 🥳 love itREAD MORE
1761,5.0,Just wow!,"Awesome battery backup amazing camera👌🔥, a all day batter backup improved and brilliant IOS 17 oled display dolby speakers and lot more, just close your eyes and go for it. One of the best handy smartphones ever and in great discount given by flipkart in big billion days 07.10.23🔥🔥READ MORE"
1762,5.0,Brilliant,Super 👌 all in oneREAD MORE
1763,5.0,Terrific,Very goodREAD MORE
1764,5.0,Must buy!,AwesomeREAD MORE
1765,5.0,Worth every penny,AwesomeREAD MORE
1766,5.0,Highly recommended,OsmREAD MORE
1767,5.0,Highly recommended,"Pls do to compare IOS to android IOS is literally different camera, Build quality and many moreREAD MORE"
1768,5.0,Must buy!,Value for money Le koi dikkat NagiREAD MORE
1769,5.0,Worth every penny,Phone is good but size to small in hand lREAD MORE
1770,5.0,Fabulous!,Nice productREAD MORE
1771,5.0,Just wow!,"I loved it..amazing phone i have even seen before ..i purchased in BBD for offer price camera quality and sound is amazing,while watching movies its feels like we are watching in theatreREAD MORE"
1772,5.0,Awesome,Love it ✌️READ MORE
1773,5.0,Terrific purchase,CoolREAD MORE
1774,5.0,Terrific purchase,light weight super handyREAD MORE
1775,5.0,Terrific,Great performance.Camera quality is bestREAD MORE
1776,5.0,Simply awesome,I got them at very low prices Thanku flipcartREAD MORE
1777,5.0,Best in the market!,Good camera qualityREAD MORE
1778,5.0,Best in the market!,iPhone is iPhoneREAD MORE
1779,5.0,Highly recommended,Very good phone I am very happyREAD MORE
1780,5.0,Bad quality,Battery and charger is not workingREAD MORE
1781,5.0,Brilliant,Excellent camera excellent performance 👍 go for it!READ MORE
1782,4.0,Good choice,Very nice productREAD MORE
1783,5.0,Super!,Superb phoneREAD MORE
1784,4.0,Pretty good,GoodREAD MORE
1785,5.0,Perfect product!,GooooooodREAD MORE
1786,5.0,Mind-blowing purchase,Very good product.READ MORE
1787,5.0,Highly recommended,ExcellentREAD MORE
1788,5.0,Just wow!,Very good. Must buyREAD MORE
1789,3.0,Good,Not badREAD MORE
1790,5.0,Classy product,Good oneREAD MORE
1791,5.0,Worth every penny,Heated sometimes when using cameraREAD MORE
1792,5.0,Best in the market!,Greatest dealREAD MORE
1793,4.0,Nice product,AwesomeREAD MORE
1794,5.0,Worth every penny,Got it for my sister ..well its a all around package ..i myslef as a hardcore samsung fan still appreciate  the apple factor nd give credit where its due .....so yea pretty great phoneREAD MORE
1795,5.0,Perfect product!,I am shifting from Android to iPhone and yeah the experience of changing from android to ios is awesome.READ MORE
1796,5.0,Highly recommended,No doubt it's apple must buyREAD MORE
1797,4.0,Nice product,Good quality but expensiveREAD MORE
1798,5.0,Super!,Wow beautifulREAD MORE
1799,5.0,Classy product,GoodREAD MORE
1800,5.0,Terrific,Very good qualityREAD MORE
1801,5.0,Must buy!,Superb there is no need to write or post anything for iPhone......excellent product.READ MORE
1802,5.0,Classy product,"Phone  is very locking ,camera is good  ,design is very goodREAD MORE"
1803,5.0,Mind-blowing purchase,Amazing camera picture quality .READ MORE
1804,5.0,Great product,Value for moneyREAD MORE
1805,5.0,Super!,Mobile is very safely delivered to me. Packageing is good thank You to flipkart. Mobile all condition is good.READ MORE
1806,4.0,Good quality product,Mobile was good but heating while heavy tasking is to be solved and sometimes screen refresh rate will be reduced and seems to laggy this also should be resolved and other performances are soo good and highly recommended for gamers loved itREAD MORE
1807,5.0,Fabulous!,Worth itREAD MORE
1808,5.0,Super!,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 just wow.......READ MORE
1809,5.0,Best in the market!,So proudly I am so happy😊😁🎉🎉🎉Thanku flipkartREAD MORE
1810,5.0,Simply awesome,"Good design,Good colourREAD MORE"
1811,5.0,Worth every penny,VERY GOODREAD MORE
1812,5.0,Just wow!,Happy with itREAD MORE
1813,5.0,Excellent,"Reached on time,delivery agent was so good thanksREAD MORE"
1814,5.0,Perfect product!,Nice product I switched from androids to iPhone enjoying it real flagshipREAD MORE
1815,5.0,Worth every penny,nice product by appleREAD MORE
1816,4.0,Wonderful,"Best Camera Quality, Good Performance All your review is greatREAD MORE"
1817,5.0,Terrific,"The best phone at a cheap price. If you are considering using your iPhone for the long term with software updates and all, you must go for this other than iPhone 13. The camera has improvements, software upgrades are good, and less scary about the green screen issue after updating to IOS 17.READ MORE"
1818,5.0,Best in the market!,All performance very good and good camera I am satisfied with Flipkart all my all experience goodREAD MORE
1819,5.0,Best in the market!,White colour Best ColoursREAD MORE
1820,5.0,Highly recommended,OwsmREAD MORE
1821,5.0,Must buy!,NiceREAD MORE
1822,5.0,Just wow!,The Best at it's Best.READ MORE
1823,5.0,Must buy!,Really goodREAD MORE
1824,5.0,Great product,You can buy it but also perform checks before accepting deliveryREAD MORE
1825,5.0,Fabulous!,"Indeed very good product at a very good discounted price, pricing and excellent delivery experience much better than competotorsREAD MORE"
1826,5.0,Terrific,Awesome and spectacular!! The camera is lit and its performance. Battery is only the downside with no fast charging and 60hz display for that whooping price tag seems far fetched. Overall no complaints and hopefully the back glass stays strong!READ MORE
1827,5.0,Awesome,Impressed with the performance and colour too...READ MORE
1828,3.0,Worst experience ever!,Normal use mobile heat...🤕READ MORE
1829,5.0,Wonderful,Highly satisfiedREAD MORE
1830,5.0,Mind-blowing purchase,"Quality of iPhone expected better, but still worth for money.. at last, Apple eco system is there to exploreREAD MORE"
1831,5.0,Excellent,Nice productREAD MORE
1832,5.0,Best in the market!,Beautiful ❤️❤️❤️READ MORE
1833,4.0,Worth the money,Good lookingREAD MORE
1834,5.0,Just wow!,Thanks to  Flipkart for big billion day sellREAD MORE
1835,4.0,Value-for-money,GoodREAD MORE
1836,5.0,Awesome,Good 👍🏼READ MORE
1837,5.0,Super!,GoodREAD MORE
1838,3.0,Just okay,Every iphone 14 has 6x zoom lens but this is only for 5x zoom lensREAD MORE
1839,5.0,Just wow!,Good product and good quality..READ MORE
1840,5.0,Awesome,Love itREAD MORE
1841,5.0,Wonderful,Nice phone ..delivered late as expected but got better deal at FlipkartREAD MORE
1842,5.0,Terrific,I like this iPhoneREAD MORE
1843,3.0,Good,Battery is getting drained fast even without using video apps.READ MORE
1844,5.0,Fabulous!,Best picREAD MORE
1845,5.0,Classy product,BestREAD MORE
1846,3.0,Fair,"Normal iphone performance, nothing new. Average iphone.READ MORE"
1847,5.0,Super!,Very goodREAD MORE
1848,5.0,Worth every penny,Very good productREAD MORE
1849,5.0,Highly recommended,Good productREAD MORE
1850,5.0,Awesome,What else can I say when everyone knows Apple is among the best in the Phone Market.READ MORE
1851,5.0,Must buy!,Good deal by flipkartREAD MORE
1852,5.0,Simply awesome,"Nice , Colour is pretty which gives you the feel of iphoneREAD MORE"
1853,5.0,Super!,GoodREAD MORE
1854,5.0,Classy product,Must use a one timeREAD MORE
1855,5.0,Excellent,Great phone. My first Apple iPhone and works good enoughREAD MORE
1856,5.0,Awesome,Amazing cameraREAD MORE
1857,5.0,Must buy!,Nice ProductREAD MORE
1858,5.0,Brilliant,Must buy go for it..READ MORE
1859,5.0,Simply awesome,Superb phoneREAD MORE
1860,5.0,Must buy!,Totally in love with my new iphone !!Amazing amazing camera and overall performance .READ MORE
1861,5.0,Fabulous!,Love itREAD MORE
1862,5.0,Terrific purchase,"Nice camera ,best phoneREAD MORE"
1863,5.0,Brilliant,I really love this product. I am very happy with this productREAD MORE
1864,5.0,Just wow!,Just wowREAD MORE
1865,4.0,Good choice,Good phoneREAD MORE
1866,4.0,Value-for-money,Nice product with worthREAD MORE
1867,5.0,Brilliant,AwesomeREAD MORE
1868,5.0,Worth every penny,Worth productREAD MORE
1869,5.0,Brilliant,Thank you Flipkart bbd sale amazing product and serviceREAD MORE
1870,5.0,Classy product,Great deal 👌READ MORE
1871,5.0,Awesome,Everything is great except battery lifeREAD MORE
1872,5.0,Highly recommended,Best phoneREAD MORE
1873,5.0,Terrific purchase,Actually got it for a good deal. Good Product tho.!!!READ MORE
1874,5.0,Just wow!,"Battery 4.0Camera 4.8Performance 4.9Display 5Other 4.5Its speed and performance are very good, its camera, looks alsoREAD MORE"
1875,5.0,Excellent,Great gadget to buy in BBD priceREAD MORE
1876,5.0,Classy product,Amezing i phone is also good phone and many fituer and camera is best quality i am happyThank you 🍎 and FlipkartREAD MORE
1877,5.0,Best in the market!,Lovely and outstanding performance love this  product 💥💥READ MORE
1878,5.0,Great product,Very goodREAD MORE
1879,5.0,Highly recommended,GOOD.THANK YOUREAD MORE
1880,4.0,Nice product,NiceREAD MORE
1881,5.0,Awesome,Nice phoneREAD MORE
1882,5.0,Mind-blowing purchase,Good productREAD MORE
1883,4.0,Wonderful,Good phoneREAD MORE
1884,5.0,Wonderful,Thank you so much FlipkartREAD MORE
1885,5.0,Super!,GoodREAD MORE
1886,5.0,Brilliant,NiceREAD MORE
1887,5.0,Fabulous!,Very nice all in oneREAD MORE
1888,5.0,Perfect product!,Good Mobile Phone..READ MORE
1889,5.0,Terrific,SuperREAD MORE
1890,5.0,Must buy!,Value for money ❤️READ MORE
1891,5.0,Fabulous!,I mean it's alright. Overatted af in my opinion.READ MORE
1892,5.0,Awesome,Nice product 😁😁READ MORE
1893,5.0,Just wow!,GoodREAD MORE
1894,5.0,Perfect product!,Just Apple ❤️ satisfiedREAD MORE
1895,5.0,Highly recommended,AwesomeREAD MORE
1896,5.0,Brilliant,Excellent phone nothing can match iPhone as money as quality 🥰READ MORE
1897,5.0,Perfect product!,Awesome Experience but Some Basic Entertainment apps are available as Paid VersionREAD MORE
1898,5.0,Must buy!,AwesomeREAD MORE
1899,5.0,Awesome,I am so happyREAD MORE
1900,5.0,Excellent,NiceREAD MORE
1901,5.0,Must buy!,Overall goodREAD MORE
1902,5.0,Awesome,"Mind blowingI purchased apple I phone 14 in big billion sale. Phone is fabulous in every respect. Crisp pictures, solid and attractive design, butterly smooth oled display phone is a master piece. Service of flipcart is very fast and I like too much there open delivery concept. Price is also very cheap. In all respect it's a best buy and I am very much happy with my purchase with flipcartREAD MORE"
1903,5.0,Excellent,superbREAD MORE
1904,5.0,Perfect product!,SuperREAD MORE
1905,5.0,Best in the market!,Nyc Phone AND fast deliverREAD MORE
1906,5.0,Brilliant,"Overall the best value for money phone stunning look, good camera, battery is quite good and excellent performance.👍READ MORE"
1907,4.0,Nice product,Best phone iPhone 14READ MORE
1908,5.0,Worth every penny,Great ExperienceREAD MORE
1909,5.0,Excellent,WowREAD MORE
1910,5.0,Just wow!,Waste of money Save money to purchase a affordable and compact phoneREAD MORE
1911,5.0,Great product,Worth buying.READ MORE
1912,5.0,Terrific purchase,Excellent product and brilliant delivery by Flipkart team.READ MORE
1913,5.0,Mind-blowing purchase,Good productThank your FlipkartREAD MORE
1914,5.0,Brilliant,Good for those who r thinking to switch from android to iOSREAD MORE
1915,5.0,Does the job,Awsome i like it . And the phone is original no duplicacy is thereREAD MORE
1916,5.0,Awesome,Value for moneyREAD MORE
1917,4.0,Good quality product,"It awesome,really amazing phone,but battery back is not satisfactoryREAD MORE"
1918,5.0,Highly recommended,Nice looksREAD MORE
1919,5.0,Highly recommended,Very goodREAD MORE
1920,5.0,Highly recommended,SuperbREAD MORE
1921,5.0,Simply awesome,GoodREAD MORE
1922,4.0,Delightful,Its totally worth itREAD MORE
1923,5.0,Mind-blowing purchase,Excellent product... good service offered by the Flipcart officialREAD MORE
1924,5.0,Just wow!,Best build quality and performance. Camera is crystal clear. Multi tasking is way better. Displays showing vivid colors and pixel details.READ MORE
1925,5.0,Best in the market!,GoodREAD MORE
1926,5.0,Just wow!,Best phone ever!!READ MORE
1927,5.0,Perfect product!,"Thanks a lot flipkart for the wonderful offer #fastestfingerfirst On a single tap I've got this IPhone 14 for 53K and yes i guess this is like a dream came true for not only me in fact for a lot of people. Keep helping us like many more offers in future and I'll wish all the best, once again thankyou so much 😘❤️💕💕READ MORE"
1928,5.0,Just wow!,Theee Best of BestttttREAD MORE
1929,5.0,Highly recommended,NiceREAD MORE
1930,5.0,Brilliant,NiceREAD MORE
1931,5.0,Super!,Its too wow product and too clear camera and processorREAD MORE
1932,5.0,Great product,Best of all productsREAD MORE
1933,5.0,Brilliant,SuperbREAD MORE
1934,5.0,Simply awesome,GoodREAD MORE
1935,5.0,Terrific,Love itREAD MORE
1936,5.0,Classy product,"Powerful A15 Bionic chipLong-lasting battery lifeImproved camerasNew Cinematic mode for videoSleek and durable designSharp and vibrant display5G connectivityiOS 16 with new features and customizationsAvailable in four colors: Midnight, Starlight, Product Red, and PurpleREAD MORE"
1937,5.0,Brilliant,Very impressive and good performanceREAD MORE
1938,5.0,Simply awesome,GoodREAD MORE
1939,5.0,Brilliant,Everything is good colour looks suddenly like white light purple color is very cool nice handling to use Charing comes around using watch movie and calls maximum 2 daysREAD MORE
1940,5.0,Best in the market!,Nice Product !READ MORE
1941,5.0,Excellent,Good phoneREAD MORE
1942,4.0,Value-for-money,GoodREAD MORE
1943,5.0,Worth every penny,Very good potato loop carbon dioxideREAD MORE
1944,5.0,Wonderful,Tq u big billon dayREAD MORE
1945,5.0,Wonderful,Very goodREAD MORE
1946,5.0,Wonderful,Looking pretty 😍READ MORE
1947,5.0,Just wow!,Best phoneREAD MORE
1948,5.0,Highly recommended,Superb Experience:-Be Cautious if you are first time Iphone buyer-Have your research done on iphone you are buying-Ensure open box delivery-Check with serial no/ or IMEI number for geniunity of Iphone product-Battery life is decent-Camera is tremendously amazing-Take extra care while backing up from Android device Hope this helps you Hope I ll add something more if happen to come after 2-months about experienceREAD MORE
1949,5.0,Super!,I love IPhone 14 ❤️ ! camera quality is very well 👌READ MORE
1950,5.0,Just wow!,It's awesome 😎READ MORE
1951,5.0,Awesome,Camera performance is really good 👍READ MORE
1952,5.0,Wonderful,Very niceREAD MORE
1953,4.0,Really Nice,This iphone 14 delivers fantasticREAD MORE
